chr1	629085	629217	693	132	132	1.0000000
chr1	629219	629271	225	52	52	1.0000000
chr1	629275	629481	1993	206	206	1.0000000
chr1	629492	629627	28961	135	135	1.0000000
chr1	629634	630027	6346	393	393	1.0000000
chr1	630032	630069	110	37	37	1.0000000
chr1	630085	630108	38	23	23	1.0000000
chr1	630128	630153	90	25	25	1.0000000
chr1	630165	630208	135	43	43	1.0000000
chr1	630212	630316	859	104	104	1.0000000
chr1	630317	630485	15936	168	168	1.0000000
chr1	630526	630553	60	27	27	1.0000000
chr1	630598	630638	119	40	40	1.0000000
chr1	630680	630986	48432	306	306	1.0000000
chr1	631008	631424	9598	416	416	1.0000000
chr1	631438	631464	44	26	26	1.0000000
chr1	631469	631533	1153	64	64	1.0000000
chr1	631587	631609	40	22	22	1.0000000
chr1	631739	631810	492	71	71	1.0000000
chr1	631811	632107	4800	296	296	1.0000000
chr1	632109	632315	3200	206	206	1.0000000
chr1	632317	632403	1153	86	86	1.0000000
chr1	632427	632484	521	57	57	1.0000000
chr1	632486	632819	26958	333	333	1.0000000
chr1	632821	632875	334	54	54	1.0000000
chr1	632879	632979	1123	100	100	1.0000000
chr1	632982	633035	174	53	53	1.0000000
chr1	633062	633191	1893	129	129	1.0000000
chr1	633193	633235	56	42	42	1.0000000
chr1	633237	633310	700	73	73	1.0000000
chr1	633339	633366	51	27	27	1.0000000
chr1	633373	633562	11254	189	189	1.0000000
chr1	633566	633620	218	54	54	1.0000000
chr1	633636	633658	36	22	22	1.0000000
chr1	633672	633821	1214	149	149	1.0000000
chr1	633888	634108	2825	220	220	1.0000000
chr1	634113	634227	1421	114	114	1.0000000
chr1	634244	634336	1525	92	92	1.0000000
chr1	634337	634492	8593	155	155	1.0000000
chr1	634499	634601	787	102	102	1.0000000
chr1	634605	634695	585	90	90	1.0000000
chr1	634719	634797	691	78	78	1.0000000
chr1	634798	634922	1201	124	124	1.0000000
chr1	931196	931220	249	24	24	1.0000000
chr1	1051646	1051688	27	42	42	1.0000000
chr1	1082376	1082398	23	22	22	1.0000000
chr1	1167122	1167147	4942	25	25	1.0000000
chr1	1167153	1167184	30184	31	31	1.0000000
chr1	1167857	1167940	14150	83	83	1.0000000
chr1	1169020	1169077	9783	57	57	1.0000000
chr1	1231169	1231196	686	27	27	1.0000000
chr1	1296108	1296131	121	23	23	1.0000000
chr1	1303327	1303349	37	22	22	1.0000000
chr1	1304768	1304813	251	45	45	1.0000000
chr1	1349309	1349332	65	23	23	1.0000000
chr1	1545001	1545024	61	23	23	1.0000000
chr1	1575018	1575041	49	23	23	1.0000000
chr1	1589123	1589161	23	38	38	1.0000000
